textDisplay,likeCount,authorDisplayName,authorChannelUrl,authorChannelId,publishedAt,updatedAt
"Si duda el mejor programa de política, sigan así muchachos, por lo menos un programa por semana",1,@gquispechavez,http://www.youtube.com/@gquispechavez,UCs01aVczRbzJDuQrvNDJZYA,2024-10-20T12:55:19Z,2024-10-20T12:55:19Z
Porque no discuten cosas más interesantes como la nueva carretera central. Que en cualquier momento la empiezan a construir. Comenzaron con un presupuesto de 11 mil millones de soles ahora está en 24 MM y sabe Dios en cuanto acabará. Porqué no dicen que el primer trazo se aprobó entre gallos y medianoche en el gobierno regional de Junín de Vladimir Cerrón???,0,@brigittewitt2000,http://www.youtube.com/@brigittewitt2000,UCEpApp81WNvF7D_X6wM9FJg,2024-10-20T12:54:21Z,2024-10-20T12:54:21Z
"POR FAVOR  SU PROGRAMA ES BUENO, MENOS LISURAS INNECESARIAS ,  ……….. HAY COMEDIANTES QUE SON JOCOSOS SIN GROCERIAS Y HAY DE LOS OTROS  QUE SOLO SON JOCOSOS CON GROCERIAS!!!!!",0,@cesarliendo2235,http://www.youtube.com/@cesarliendo2235,UC08xHoB1ub0AieHgjkoJP1A,2024-10-20T12:47:32Z,2024-10-20T12:47:32Z
"Jajajaja que mate de risa!! Divertidos , informativos e inteligentes!! Muy buen programa!!",5,@herbertyopan,http://www.youtube.com/@herbertyopan,UChJH06C-xB2BRPgGdhSRlpA,2024-10-20T12:18:41Z,2024-10-20T12:18:41Z
"Estafan con el título,se la pasaron hablando huevadas",0,@jorgecastro5138,http://www.youtube.com/@jorgecastro5138,UCpjrRQHRGGsfJ1PT2-98goQ,2024-10-20T12:05:31Z,2024-10-20T12:05:31Z
Se les extraño 😢,2,@mariaelena6141,http://www.youtube.com/@mariaelena6141,UCLzDjg-JPArnyy3CE31TXUw,2024-10-20T12:03:18Z,2024-10-20T12:03:18Z
"Christian me representa , poco flow",1,@jersonwong1246,http://www.youtube.com/@jersonwong1246,UCFlQXopkxfG97kT1mVXOrKA,2024-10-20T11:54:00Z,2024-10-20T11:54:00Z
De ahora en adelante mis deposiciones serán más ilustradas por cortesía de Hudtwalcker y Thorndike Jr.  XD,1,@AngSalPad,http://www.youtube.com/@AngSalPad,UC0nYqhLIcroD11woaDPkWRA,2024-10-20T10:59:29Z,2024-10-20T10:59:29Z
"En wilax dijieron 195 830 veces caviar, denme mi premio crjo",0,@franco-vr7gt,http://www.youtube.com/@franco-vr7gt,UCy67PZ8bp0Vq8c4RIleP3jQ,2024-10-20T10:58:29Z,2024-10-20T10:58:29Z
Al pan pan y al vino vino.,0,@brigittewitt2000,http://www.youtube.com/@brigittewitt2000,UCEpApp81WNvF7D_X6wM9FJg,2024-10-20T10:57:26Z,2024-10-20T10:57:26Z
"buen programa, ¿donde compra los calcetines Christian?",3,@camilohydeist,http://www.youtube.com/@camilohydeist,UCaj11YDqHAfNusb03JOv6jA,2024-10-20T10:49:47Z,2024-10-20T10:49:47Z
<b>MORGAN ESTA BUENA LA CANCHA</b>,2,@no1800,http://www.youtube.com/@no1800,UCAi_bBbXprIznlmmxR-nJbg,2024-10-20T09:36:37Z,2024-10-20T09:36:37Z
"Augusto T. Por favor un pan menos en el desayuno, soy tu fan ahh te lo digo de buena forma.",1,@techi9586,http://www.youtube.com/@techi9586,UC2Y-yVvkMGjKdGA1usDsbxg,2024-10-20T09:35:32Z,2024-10-20T09:35:32Z
"Me encanta su programa, totalmente de acuerdo con sus puntos de vista sobre la modificatoria/derogatoria de la ley de org criminalidad",1,@techi9586,http://www.youtube.com/@techi9586,UC2Y-yVvkMGjKdGA1usDsbxg,2024-10-20T09:31:42Z,2024-10-20T09:31:42Z
<b>BRAVO CHICOS WELCOME BACK</b><br>🎉🎉🎉🎉🎉<br><b>MAS LISURAS</b> <b>PICANTES</b><br><b>AGUS Y CHUBACA</b><br>😂🎉😂😂😂😂😂😂😢😢🎉,3,@no1800,http://www.youtube.com/@no1800,UCAi_bBbXprIznlmmxR-nJbg,2024-10-20T09:20:03Z,2024-10-20T09:26:39Z
"<a href=""https://www.youtube.com/watch?v=JT4GkZetYjI&amp;t=581"">9:41</a> Espartino",0,@sekhmet2893,http://www.youtube.com/@sekhmet2893,UCAkZ42KSKN5KfOInw-ZZO3w,2024-10-20T08:59:48Z,2024-10-20T08:59:48Z
"La propuesta de la Ley de Terrorismo Urbano es un discurso populista que busca tirarle la pelota al problema se la extorsión al Congreso (ojo no le quita la responsabilidad, pero es una lavada de manos del ejecutivo)<br>Pd; el logo ha salido 1 vez.",0,@AlexanderCasas,http://www.youtube.com/@AlexanderCasas,UCS-ukiQA-P7QOCeAS_7fNLQ,2024-10-20T08:31:41Z,2024-10-20T08:31:41Z
"DH salió 5 veces. (Creo 😂)<br>Me gusta que son súper apasionados para hablar con ese humor ácido que nos c… de risa, en medio de todo lo que pasa aquí 😅",3,@nelliescudero3534,http://www.youtube.com/@nelliescudero3534,UCOBAt68OAAOx74kdi0QROoQ,2024-10-20T08:17:25Z,2024-10-20T08:29:22Z
Bravo !!!,3,@carlosreyes-ny6yu,http://www.youtube.com/@carlosreyes-ny6yu,UC9CPCOSl3f2574KvVtEzRXA,2024-10-20T07:08:43Z,2024-10-20T07:08:43Z
"Exacto Hukwalter la tiene Clara..sabio ESe pata ,",3,@nn9762,http://www.youtube.com/@nn9762,UCp6qRu3fk1iqEA-vg4poRcA,2024-10-20T07:07:43Z,2024-10-20T07:07:43Z
"2 semanas csm....se pasan. Ahora sí, a la firme....Oe colorao bájale las palabrotas, tienes q trabajar en eso. Muy forzado mano.... No sé si t sientes opacado x la naturalidad de Butters joven pero controla eso. Se te ve más natural en la tele y no fuera de ella. Meditalo causa... Van bien, miento van de ptm, pero hagamos q las cosas fluyan sin tanto cringe. Paz gentita ! 🖖🏼",0,@eduardosakuray641,http://www.youtube.com/@eduardosakuray641,UCw1K_E2lWRNCFvygYX-KYHQ,2024-10-20T06:46:27Z,2024-10-20T06:46:27Z
"La verdad que a mí también me llega al pinchoo Cabero, no me interesan los demás, pueden ser peores, pero yo vote por el, confíe en el, y se volvió un kgonn. Espere más de él.",2,@aleemoralesaguilar3896,http://www.youtube.com/@aleemoralesaguilar3896,UCSoW3lFFmQs3H3Zkql8rXbw,2024-10-20T06:37:56Z,2024-10-20T06:37:56Z
